,image_path,mask_path,class,scan,mask_quality
61,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\images\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-25__x-34155_y-18762_w-70_h-108__ds-1.png,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\masks\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-25__x-34155_y-18762_w-70_h-108__ds-1.png,MG_whole,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01,good
62,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\images\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-26__x-34166_y-19121_w-92_h-98__ds-1.png,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\masks\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-26__x-34166_y-19121_w-92_h-98__ds-1.png,MG_whole,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01,bad_image_quality
63,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\images\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-27__x-34569_y-19631_w-105_h-106__ds-1.png,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\masks\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-27__x-34569_y-19631_w-105_h-106__ds-1.png,MG_whole,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01,good
64,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\images\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-29__x-34559_y-19917_w-120_h-87__ds-1.png,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\masks\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-29__x-34559_y-19917_w-120_h-87__ds-1.png,MG_whole,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01,medium
65,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\images\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-30__x-34207_y-19837_w-127_h-187__ds-1.png,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\masks\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-30__x-34207_y-19837_w-127_h-187__ds-1.png,MG_whole,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01,good
66,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\images\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-31__x-35446_y-19864_w-72_h-84__ds-1.png,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\masks\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-31__x-35446_y-19864_w-72_h-84__ds-1.png,MG_whole,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01,bad_image_quality
67,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\images\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-32__x-35354_y-19598_w-119_h-57__ds-1.png,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\masks\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-32__x-35354_y-19598_w-119_h-57__ds-1.png,MG_whole,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01,medium
68,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\images\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-33__x-35520_y-19477_w-94_h-165__ds-1.png,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\masks\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-33__x-35520_y-19477_w-94_h-165__ds-1.png,MG_whole,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01,good
69,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\images\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-34__x-33873_y-20877_w-116_h-231__ds-1.png,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\masks\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-34__x-33873_y-20877_w-116_h-231__ds-1.png,MG_whole,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01,too_big
70,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\images\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-35__x-34851_y-22010_w-147_h-121__ds-1.png,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\masks\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-35__x-34851_y-22010_w-147_h-121__ds-1.png,MG_whole,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01,medium
71,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\images\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-36__x-30288_y-29417_w-78_h-165__ds-1.png,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\masks\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-36__x-30288_y-29417_w-78_h-165__ds-1.png,MG_whole,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01,good
72,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\images\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-44__x-29739_y-29965_w-168_h-210__ds-1.png,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\masks\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-44__x-29739_y-29965_w-168_h-210__ds-1.png,MG_whole,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01,too_big
73,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\images\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-45__x-29989_y-29919_w-61_h-117__ds-1.png,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\masks\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-45__x-29989_y-29919_w-61_h-117__ds-1.png,MG_whole,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01,good
74,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\images\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-46__x-30015_y-29558_w-110_h-150__ds-1.png,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\masks\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-46__x-30015_y-29558_w-110_h-150__ds-1.png,MG_whole,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01,medium
75,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\images\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-47__x-30754_y-30195_w-124_h-130__ds-1.png,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\masks\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-47__x-30754_y-30195_w-124_h-130__ds-1.png,MG_whole,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01,good
76,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\images\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-49__x-30736_y-31692_w-198_h-204__ds-1.png,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\masks\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-49__x-30736_y-31692_w-198_h-204__ds-1.png,MG_whole,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01,too_big
77,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\images\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-51__x-31255_y-31161_w-151_h-119__ds-1.png,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\masks\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-51__x-31255_y-31161_w-151_h-119__ds-1.png,MG_whole,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01,good
78,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\images\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-53__x-31416_y-30319_w-55_h-207__ds-1.png,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\masks\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-53__x-31416_y-30319_w-55_h-207__ds-1.png,MG_whole,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01,good
79,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\images\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-54__x-29049_y-30294_w-113_h-198__ds-1.png,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\masks\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-54__x-29049_y-30294_w-113_h-198__ds-1.png,MG_whole,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01,good
80,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\images\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-55__x-28638_y-30443_w-101_h-118__ds-1.png,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\masks\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-55__x-28638_y-30443_w-101_h-118__ds-1.png,MG_whole,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01,good
81,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\images\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-57__x-29086_y-29994_w-94_h-70__ds-1.png,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\masks\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-57__x-29086_y-29994_w-94_h-70__ds-1.png,MG_whole,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01,good
82,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\images\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-59__x-29883_y-31539_w-85_h-98__ds-1.png,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\masks\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-59__x-29883_y-31539_w-85_h-98__ds-1.png,MG_whole,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01,good
83,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\images\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-61__x-30248_y-31648_w-118_h-76__ds-1.png,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\masks\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-61__x-30248_y-31648_w-118_h-76__ds-1.png,MG_whole,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01,good
84,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\images\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-63__x-30576_y-31516_w-135_h-134__ds-1.png,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\masks\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-63__x-30576_y-31516_w-135_h-134__ds-1.png,MG_whole,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01,too_big
85,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\images\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-66__x-30998_y-26780_w-232_h-108__ds-1.png,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\masks\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-66__x-30998_y-26780_w-232_h-108__ds-1.png,MG_whole,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01,good
86,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\images\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-67__x-30721_y-26752_w-141_h-164__ds-1.png,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\masks\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-67__x-30721_y-26752_w-141_h-164__ds-1.png,MG_whole,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01,good
87,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\images\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-69__x-30120_y-26517_w-95_h-145__ds-1.png,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\masks\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-69__x-30120_y-26517_w-95_h-145__ds-1.png,MG_whole,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01,too_big
88,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\images\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-71__x-29632_y-25895_w-210_h-129__ds-1.png,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\masks\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-71__x-29632_y-25895_w-210_h-129__ds-1.png,MG_whole,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01,too_big
89,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\images\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-73__x-30142_y-24375_w-259_h-273__ds-1.png,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\masks\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-73__x-30142_y-24375_w-259_h-273__ds-1.png,MG_whole,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01,bad
90,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\images\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-76__x-21975_y-30930_w-98_h-323__ds-1.png,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\masks\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-76__x-21975_y-30930_w-98_h-323__ds-1.png,MG_whole,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01,medium
91,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\images\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-77__x-21769_y-30677_w-103_h-118__ds-1.png,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\masks\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-77__x-21769_y-30677_w-103_h-118__ds-1.png,MG_whole,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01,good
92,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\images\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-79__x-21784_y-31688_w-114_h-261__ds-1.png,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\masks\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-79__x-21784_y-31688_w-114_h-261__ds-1.png,MG_whole,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01,good
93,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\images\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-81__x-20148_y-32136_w-172_h-181__ds-1.png,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\masks\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-81__x-20148_y-32136_w-172_h-181__ds-1.png,MG_whole,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01,bad
94,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\images\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-83__x-21229_y-32060_w-166_h-117__ds-1.png,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\masks\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-83__x-21229_y-32060_w-166_h-117__ds-1.png,MG_whole,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01,good
95,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\images\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-85__x-20805_y-34156_w-222_h-298__ds-1.png,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\masks\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-85__x-20805_y-34156_w-222_h-298__ds-1.png,MG_whole,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01,bad
96,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\images\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-87__x-17757_y-31465_w-157_h-155__ds-1.png,C:\Users\chris\Desktop\University\Thesis\AutomaticMicrogliaMorphologyAnalysis\AnnotationsData\Segmentations\masks\2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01\MG_whole\ann-87__x-17757_y-31465_w-157_h-155__ds-1.png,MG_whole,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01,good
